setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AhpVF,0.8986,303.15,100,1183.8,Montalban et al. (2018b),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
AhpVF,0.9199,303.15,100,1187.8,Montalban et al. (2018b),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
AhpVF,0.9426,303.15,100,1192.2,Montalban et al. (2018b),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
AhpVF,0.9602,303.15,100,1195.8,Montalban et al. (2018b),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
AhpVF,0.98,303.15,100,1199.7,Montalban et al. (2018b),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
AhpVF,0.9901,303.15,100,1202.1,Montalban et al. (2018b),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
AhpVF,1,303.15,100,1204.8,Montalban et al. (2018b),Density,Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
