setid,"Temperature, K","MolaLity of 1-decyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OHdlN,288.15,0,100,999.09,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.0154,100,999.74,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.0209,100,999.97,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.0227,100,1000.04,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.0294,100,1000.32,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.0321,100,1000.43,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.0346,100,1000.53,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.0447,100,1000.93,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.0467,100,1001,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.0764,100,1002.1,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.0849,100,1002.4,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.1312,100,1003.99,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.2001,100,1006.28,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,288.15,0.3473,100,1010.85,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0,100,998.2,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.0154,100,998.83,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.0209,100,999.05,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.0227,100,999.12,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
