setid,"Temperature, K","MolaLity of 1-decyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OHdlN,293.15,0.0294,100,999.39,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.0321,100,999.49,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.0346,100,999.59,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.0447,100,999.96,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.0467,100,1000.03,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.0764,100,1001.1,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.0849,100,1001.39,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.1312,100,1002.91,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.2001,100,1005.15,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,0.3473,100,1009.55,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,293.15,1.182,100,1025.1,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0,100,997.04,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.0154,100,997.65,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.0209,100,997.86,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.0227,100,997.93,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.0294,100,998.19,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.0321,100,998.29,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.0346,100,998.39,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.0447,100,998.75,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.0467,100,998.82,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.0764,100,999.84,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.0849,100,1000.11,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.1312,100,1001.6,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.2001,100,1003.75,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,0.3473,100,1008.01,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,298.15,1.182,100,1023.1,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0,100,995.65,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.0154,100,996.24,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.0209,100,996.44,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.0227,100,996.51,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.0294,100,996.76,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.0321,100,996.85,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.0346,100,996.95,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.0447,100,997.29,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.0467,100,997.36,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.0764,100,998.36,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.0849,100,998.64,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.1312,100,1000.09,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.2001,100,1002.17,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,0.3473,100,1006.3,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,303.15,1.182,100,1021,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0,100,994.03,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.0154,100,994.6,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.0209,100,994.8,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.0227,100,994.86,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.0294,100,995.1,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.0321,100,995.19,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.0346,100,995.28,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.0447,100,995.62,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.0467,100,995.69,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.0764,100,996.66,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.0849,100,996.92,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.1312,100,998.34,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.2001,100,1000.36,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,0.3473,100,1004.35,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,308.15,1.182,100,1018.8,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0,100,992.21,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.0154,100,992.76,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.0209,100,992.96,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.0227,100,993.02,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.0294,100,993.25,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.0321,100,993.34,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.0346,100,993.42,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.0447,100,993.76,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.0467,100,993.82,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.0764,100,994.76,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.0849,100,995.02,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.1312,100,996.38,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.2001,100,998.34,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,0.3473,100,1002.2,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,313.15,1.182,100,1016.2,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0,100,990.21,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.0154,100,990.74,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.0209,100,990.93,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.0227,100,990.98,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.0294,100,991.21,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.0321,100,991.3,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.0346,100,991.37,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.0447,100,991.7,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.0467,100,991.75,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.0764,100,992.68,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.0849,100,992.91,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.1312,100,994.24,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.2001,100,996.13,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,0.3473,100,999.85,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,318.15,1.182,100,1013.5,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0,100,988.03,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.0154,100,988.54,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.0209,100,988.71,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.0227,100,988.77,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.0294,100,988.98,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.0321,100,989.07,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.0346,100,989.14,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.0447,100,989.46,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.0467,100,989.52,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.0764,100,990.39,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.0849,100,990.62,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.1312,100,991.9,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.2001,100,993.73,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,0.3473,100,997.37,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
OHdlN,323.15,1.182,100,1010.8,Alopina et al. (2023),Density,Liquid,ABGQHG,CCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-decyl-3-methylimidazolium bromide,AADYJk,O,water,,,
