setid,"Solvent: MolaLity of 2-aminoacetic acid, mol/kg","MolaLity of 1-butyl-2,3-dimethylimidazolium chloride, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mcaCd,0.05,0.0154,293.15,100,1000.08,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0154,298.15,100,998.91,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0154,303.15,100,997.5,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0154,308.15,100,995.87,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0154,313.15,100,994.04,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0154,318.15,100,992.03,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0215,288.15,100,1001.06,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0215,293.15,100,1000.15,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0215,298.15,100,998.98,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0215,303.15,100,997.57,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0215,308.15,100,995.94,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0215,313.15,100,994.12,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0215,318.15,100,992.1,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0294,288.15,100,1001.16,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0294,293.15,100,1000.24,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0294,298.15,100,999.07,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0294,303.15,100,997.66,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0294,308.15,100,996.03,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0294,313.15,100,994.21,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0294,318.15,100,992.19,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.041,288.15,100,1001.29,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.041,293.15,100,1000.38,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.041,298.15,100,999.21,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.041,303.15,100,997.8,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.041,308.15,100,996.17,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.041,313.15,100,994.34,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.041,318.15,100,992.32,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0628,288.15,100,1001.53,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0628,293.15,100,1000.62,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0628,298.15,100,999.45,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0628,303.15,100,998.04,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0628,308.15,100,996.41,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0628,313.15,100,994.57,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0628,318.15,100,992.55,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0711,288.15,100,1001.62,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0711,293.15,100,1000.71,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0711,298.15,100,999.54,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0711,303.15,100,998.12,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0711,308.15,100,996.49,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0711,313.15,100,994.66,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0711,318.15,100,992.64,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0815,288.15,100,1001.73,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0815,293.15,100,1000.82,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0815,298.15,100,999.64,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0815,303.15,100,998.23,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0815,308.15,100,996.6,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0815,313.15,100,994.77,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0815,318.15,100,992.74,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0921,288.15,100,1001.84,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0921,293.15,100,1000.92,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0921,298.15,100,999.75,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0921,303.15,100,998.34,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0921,308.15,100,996.71,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0921,313.15,100,994.87,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.0921,318.15,100,992.84,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1067,288.15,100,1001.98,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1067,293.15,100,1001.07,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1067,298.15,100,999.89,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1067,303.15,100,998.48,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1067,308.15,100,996.85,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1067,313.15,100,995.01,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1067,318.15,100,992.98,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1201,288.15,100,1002.11,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1201,293.15,100,1001.19,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1201,298.15,100,1000.02,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1201,303.15,100,998.6,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1201,308.15,100,996.97,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1201,313.15,100,995.13,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.05,0.1201,318.15,100,993.1,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0,288.15,100,1002.67,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0,293.15,100,1001.74,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0,298.15,100,1000.54,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0,303.15,100,999.12,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0,308.15,100,997.48,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0,313.15,100,995.64,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0,318.15,100,993.63,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0309,288.15,100,1002.96,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0309,293.15,100,1002.03,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0309,298.15,100,1000.84,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0309,303.15,100,999.42,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0309,308.15,100,997.78,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0309,313.15,100,995.95,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0309,318.15,100,993.94,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0415,288.15,100,1003.05,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0415,293.15,100,1002.12,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0415,298.15,100,1000.93,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0415,303.15,100,999.51,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0415,308.15,100,997.88,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0415,313.15,100,996.05,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0415,318.15,100,994.04,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0547,288.15,100,1003.17,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0547,293.15,100,1002.24,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0547,298.15,100,1001.05,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0547,303.15,100,999.63,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0547,308.15,100,998,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0547,313.15,100,996.17,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0547,318.15,100,994.16,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0685,288.15,100,1003.29,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
mcaCd,0.1095,0.0685,293.15,100,1002.36,Jain and Zodape (2022),Density,Liquid,AAkOQZ,CCCC[n+]1ccn(C)c1C.[Cl-],"1-butyl-2,3-dimethylimidazolium chloride",AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
