setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LfWmP,298.15,1,101,1218.9,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,303.15,0,101,870.855,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,303.15,0.1078,101,948.745,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,303.15,0.2016,101,1001.93,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,303.15,0.3056,101,1049.62,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,303.15,0.3855,101,1080.3,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,303.15,0.4815,101,1112,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,303.15,0.5918,101,1142.9,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,303.15,0.6857,101,1165.7,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,303.15,0.7784,101,1185.7,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,303.15,0.8946,101,1207.6,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,303.15,1,101,1215,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,308.15,0,101,865.685,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,308.15,0.1078,101,944.257,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,308.15,0.2016,101,997.643,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,308.15,0.3056,101,1045.4,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,308.15,0.3855,101,1076.1,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,308.15,0.4815,101,1108,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,308.15,0.5918,101,1139.1,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,308.15,0.6857,101,1162.1,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,308.15,0.7784,101,1182.1,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,308.15,0.8946,101,1204,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,308.15,1,101,1211.1,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,313.15,0,101,860.492,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,313.15,0.1078,101,939.644,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,313.15,0.2016,101,993.304,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,313.15,0.3056,101,1041.23,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,313.15,0.3855,101,1072.1,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,313.15,0.4815,101,1104.1,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,313.15,0.5918,101,1135.2,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,313.15,0.6857,101,1158.3,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,313.15,0.7784,101,1178.4,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,313.15,0.8946,101,1200.3,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,313.15,1,101,1207.3,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,318.15,0,101,855.275,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,318.15,0.1078,101,935.027,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,318.15,0.2016,101,988.947,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,318.15,0.3056,101,1037,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,318.15,0.3855,101,1067.9,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,318.15,0.4815,101,1100.1,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,318.15,0.5918,101,1131.3,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,318.15,0.6857,101,1154.6,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,318.15,0.7784,101,1174.8,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,318.15,0.8946,101,1196.8,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,318.15,1,101,1203.5,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,323.15,0,101,850.032,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,323.15,0.1078,101,930.067,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,323.15,0.2016,101,984.404,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,323.15,0.3056,101,1032.8,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,323.15,0.3855,101,1063.8,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,323.15,0.4815,101,1096.1,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,323.15,0.5918,101,1127.4,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,323.15,0.6857,101,1150.9,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,323.15,0.7784,101,1171.3,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,323.15,0.8946,101,1193.4,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
LfWmP,323.15,1,101,1199.7,Malek et al. (2014b),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
