setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OhQBA,298.15,0,100,1059,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,298.15,0.23,100,1308,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,298.15,0.439,100,1369,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,298.15,0.664,100,1397,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,298.15,0.724,100,1406,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,298.15,0.911,100,1429,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,298.15,1,100,1437,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,308.15,0,100,1047,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,308.15,0.23,100,1298,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,308.15,0.439,100,1359,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,308.15,0.664,100,1387,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,308.15,0.724,100,1396,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
OhQBA,308.15,0.911,100,1420,Batista et al. (2014),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
