setid,"Weight fraction of 2-(2-(dimethylamino)ethoxy)-N,N-dimethylethanaminium 2-hydroxypropanoate","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QymAX,0.196,100,298.15,1038,Jiang et al. (2020b),Density,Liquid,AAwHYD,OC(C(=O)[O-])C.CN(CCOCC[NH+](C)C)C,"2-(2-(dimethylamino)ethoxy)-N,N-dimethylethanaminium 2-hydroxypropanoate",AADYJk,O,water,,,
QymAX,0.301,100,298.15,1056,Jiang et al. (2020b),Density,Liquid,AAwHYD,OC(C(=O)[O-])C.CN(CCOCC[NH+](C)C)C,"2-(2-(dimethylamino)ethoxy)-N,N-dimethylethanaminium 2-hydroxypropanoate",AADYJk,O,water,,,
QymAX,0.399,100,298.15,1074,Jiang et al. (2020b),Density,Liquid,AAwHYD,OC(C(=O)[O-])C.CN(CCOCC[NH+](C)C)C,"2-(2-(dimethylamino)ethoxy)-N,N-dimethylethanaminium 2-hydroxypropanoate",AADYJk,O,water,,,
QymAX,0.498,100,298.15,1124,Jiang et al. (2020b),Density,Liquid,AAwHYD,OC(C(=O)[O-])C.CN(CCOCC[NH+](C)C)C,"2-(2-(dimethylamino)ethoxy)-N,N-dimethylethanaminium 2-hydroxypropanoate",AADYJk,O,water,,,
QymAX,0.603,100,298.15,1135,Jiang et al. (2020b),Density,Liquid,AAwHYD,OC(C(=O)[O-])C.CN(CCOCC[NH+](C)C)C,"2-(2-(dimethylamino)ethoxy)-N,N-dimethylethanaminium 2-hydroxypropanoate",AADYJk,O,water,,,
