setid,"Temperature, K","Solvent: MolaLity of N-dodecyl-N,N-dimethylbenzenemethanaminium chloride, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SFmMd,293.15,0.08,0.1189,101,1005.6,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,293.15,0.08,0.1387,101,1006.2,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,293.15,0.08,0.1585,101,1006.9,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,293.15,0.08,0.1778,101,1007.5,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,293.15,0.08,0.1993,101,1008.2,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.04,0,101,999.7,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.04,0.01924,101,1000.3,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.04,0.0397,101,1001,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.04,0.0599,101,1001.6,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.04,0.0791,101,1002.2,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.04,0.0995,101,1002.9,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.04,0.1186,101,1003.5,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.04,0.1386,101,1004.2,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.04,0.1584,101,1004.8,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.04,0.1779,101,1005.5,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.04,0.1994,101,1006.2,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.08,0,101,999.4,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.08,0.01962,101,1000,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.08,0.03996,101,1000.6,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.08,0.0597,101,1001.3,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.08,0.0795,101,1001.9,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.08,0.0993,101,1002.5,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.08,0.1189,101,1003.2,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.08,0.1387,101,1003.8,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.08,0.1585,101,1004.4,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.08,0.1778,101,1005,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,298.15,0.08,0.1993,101,1005.8,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.04,0,101,996.9,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.04,0.01924,101,997.5,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.04,0.0397,101,998.1,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.04,0.0599,101,998.8,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.04,0.0791,101,999.4,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.04,0.0995,101,1000,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.04,0.1186,101,1000.6,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.04,0.1386,101,1001.3,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.04,0.1584,101,1001.9,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.04,0.1779,101,1002.6,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.04,0.1994,101,1003.3,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.08,0,101,996.5,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.08,0.01962,101,997.1,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.08,0.03996,101,997.7,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.08,0.0597,101,998.4,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.08,0.0795,101,999,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.08,0.0993,101,999.6,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.08,0.1189,101,1000.2,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.08,0.1387,101,1000.9,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.08,0.1585,101,1001.5,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.08,0.1778,101,1002.1,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,303.15,0.08,0.1993,101,1002.8,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.04,0,101,993.7,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.04,0.01924,101,994.2,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.04,0.0397,101,994.9,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.04,0.0599,101,995.5,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.04,0.0791,101,996.1,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.04,0.0995,101,996.7,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.04,0.1186,101,997.3,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.04,0.1386,101,998,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.04,0.1584,101,998.6,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.04,0.1779,101,999.3,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.04,0.1994,101,1000,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.08,0,101,993.3,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.08,0.01962,101,993.8,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.08,0.03996,101,994.4,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.08,0.0597,101,995,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.08,0.0795,101,995.7,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.08,0.0993,101,996.3,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.08,0.1189,101,996.9,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
SFmMd,308.15,0.08,0.1387,101,997.6,Yan et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABNTxQ,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"N-dodecyl-N,N-dimethylbenzenemethanaminium chloride",AADYJk,O,water
