setid,"Temperature, K",Mole fraction of 1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aECki,293.15,0.89736,100,1483,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,293.15,1,100,1505,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,0,100,796,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,0.04962,100,906,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,0.10027,100,996,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,0.19952,100,1126,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,0.29866,100,1219,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,0.39895,100,1287,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,0.50035,100,1341,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,0.60065,100,1384,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,0.6971,100,1418,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,0.80242,100,1449,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,0.89736,100,1472,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,303.15,1,100,1495,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,0,100,792,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,0.04962,100,902,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,0.10027,100,991,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,0.19952,100,1121,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,0.29866,100,1214,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,0.39895,100,1282,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,0.50035,100,1336,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,0.60065,100,1379,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,0.6971,100,1413,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,0.80242,100,1444,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,0.89736,100,1467,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,308.15,1,100,1489,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,0,100,787,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,0.04962,100,898,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,0.10027,100,987,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,0.19952,100,1117,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,0.29866,100,1209,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,0.39895,100,1277,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,0.50035,100,1331,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,0.60065,100,1374,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,0.6971,100,1408,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,0.80242,100,1439,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,0.89736,100,1462,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,313.15,1,100,1484,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,0,100,783,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,0.04962,100,893,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,0.10027,100,982,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,0.19952,100,1112,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,0.29866,100,1204,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,0.39895,100,1272,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,0.50035,100,1326,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,0.60065,100,1369,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,0.6971,100,1403,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,0.80242,100,1434,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,0.89736,100,1457,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,318.15,1,100,1479,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,0,100,779,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,0.04962,100,889,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,0.10027,100,977,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,0.19952,100,1107,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,0.29866,100,1199,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,0.39895,100,1268,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,0.50035,100,1321,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,0.60065,100,1364,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,0.6971,100,1398,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,0.80242,100,1429,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,0.89736,100,1452,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,323.15,1,100,1474,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,328.15,0,100,775,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,328.15,0.04962,100,884,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,328.15,0.10027,100,973,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,328.15,0.19952,100,1102,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,328.15,0.29866,100,1194,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,328.15,0.39895,100,1263,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,328.15,0.50035,100,1316,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,328.15,0.60065,100,1359,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
aECki,328.15,0.6971,100,1393,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AALcLI,CCCO,propan-1-ol,,,
