setid,"Temperature, K",Mole fraction of 1-butyl-4-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jzdpT,293.15,0.0507,101,881.091,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,293.15,0.0989,101,939.26,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,293.15,0.1922,101,1013.58,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,293.15,0.2934,101,1064.12,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,293.15,0.3877,101,1096.33,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,293.15,0.4839,101,1120.56,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,293.15,0.5909,101,1140.92,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,293.15,0.6925,101,1155.91,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,293.15,0.8001,101,1168.52,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,293.15,0.9042,101,1178.4,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,293.15,0.9535,101,1182.44,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,303.15,0.0507,101,872.29,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
jzdpT,303.15,0.0989,101,930.783,Garcia-Mardones et al. (2012a),Density,Liquid,AAGIBL,CO,methanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
