setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","MolaLity of L-serine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fNQwX,0.0497,0,298.15,101.3,997.7,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0,308.15,101.3,994.6,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0,310.15,101.3,993.9,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0,318.15,101.3,990.8,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.104,298.15,101.3,1002.2,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.104,308.15,101.3,999.1,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.104,310.15,101.3,998.4,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.104,318.15,101.3,995.3,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.198,298.15,101.3,1006.3,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.198,308.15,101.3,1003.1,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.198,310.15,101.3,1002.4,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.198,318.15,101.3,999.2,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.306,298.15,101.3,1010.9,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.306,308.15,101.3,1007.7,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.306,310.15,101.3,1006.9,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.306,318.15,101.3,1003.7,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.503,298.15,101.3,1019,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.503,308.15,101.3,1015.7,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.503,310.15,101.3,1014.9,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.503,318.15,101.3,1011.7,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.614,298.15,101.3,1023.5,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.614,308.15,101.3,1020.1,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.614,310.15,101.3,1019.3,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.614,318.15,101.3,1016,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
fNQwX,0.0497,0.701,298.15,101.3,1026.9,Kaur and Patyar (2023),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
