setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kqyUp,293.15,0.0471,101.3,965,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,293.15,0.074,101.3,979,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,293.15,0.1035,101.3,993.7,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,293.15,0.2095,101.3,1040.2,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,293.15,0.3059,101.3,1075.2,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,293.15,0.405,101.3,1105.9,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,293.15,0.505,101.3,1133,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,293.15,0.6053,101.3,1157.2,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,293.15,0.7025,101.3,1178.2,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,293.15,0.8051,101.3,1198,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,293.15,0.9026,101.3,1214.7,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,293.15,1,101.3,1232.8,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0,101.3,934.8,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0.0471,101.3,960.6,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0.074,101.3,974.7,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0.1035,101.3,989.6,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0.2095,101.3,1036.3,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0.3059,101.3,1071.5,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0.405,101.3,1102.2,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0.505,101.3,1129.3,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0.6053,101.3,1153.7,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0.7025,101.3,1174.6,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0.8051,101.3,1194.4,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,0.9026,101.3,1211.2,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,298.15,1,101.3,1226.3,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0,101.3,930.2,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0.0471,101.3,956.3,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0.074,101.3,970.5,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0.1035,101.3,985.4,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0.2095,101.3,1032.4,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0.3059,101.3,1067.7,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0.405,101.3,1098.5,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0.505,101.3,1125.7,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0.6053,101.3,1150.1,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0.7025,101.3,1171.1,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0.8051,101.3,1190.9,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,0.9026,101.3,1207.7,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,303.15,1,101.3,1225.9,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0,101.3,925.7,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0.0471,101.3,952,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0.074,101.3,966.2,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0.1035,101.3,981.3,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0.2095,101.3,1028.5,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0.3059,101.3,1063.9,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0.405,101.3,1094.9,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0.505,101.3,1122.1,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0.6053,101.3,1146.5,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0.7025,101.3,1167.5,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0.8051,101.3,1187.4,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,0.9026,101.3,1204.3,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,308.15,1,101.3,1222.5,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0,101.3,921.1,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0.0471,101.3,947.8,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0.074,101.3,962,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0.1035,101.3,977.2,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0.2095,101.3,1024.6,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0.3059,101.3,1060.3,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0.405,101.3,1091.2,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0.505,101.3,1118.5,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0.6053,101.3,1142.9,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0.7025,101.3,1164,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0.8051,101.3,1183.9,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,0.9026,101.3,1200.8,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
kqyUp,313.15,1,101.3,1216,Oriyomi et al. (2020),Density,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
