setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LsDDX,298.15,0,101.3,1371.9,Gonzalez et al. (2012a),Density,Liquid,AAIsrh,CCO,ethanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
LsDDX,298.15,0.0649,101.3,1364.6,Gonzalez et al. (2012a),Density,Liquid,AAIsrh,CCO,ethanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
LsDDX,298.15,0.0942,101.3,1361.1,Gonzalez et al. (2012a),Density,Liquid,AAIsrh,CCO,ethanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
LsDDX,298.15,0.1816,101.3,1349.4,Gonzalez et al. (2012a),Density,Liquid,AAIsrh,CCO,ethanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
LsDDX,298.15,0.2856,101.3,1332.6,Gonzalez et al. (2012a),Density,Liquid,AAIsrh,CCO,ethanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
LsDDX,298.15,0.3939,101.3,1310.8,Gonzalez et al. (2012a),Density,Liquid,AAIsrh,CCO,ethanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
LsDDX,298.15,0.4966,101.3,1284.1,Gonzalez et al. (2012a),Density,Liquid,AAIsrh,CCO,ethanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
LsDDX,298.15,0.5943,101.3,1250.8,Gonzalez et al. (2012a),Density,Liquid,AAIsrh,CCO,ethanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
LsDDX,298.15,0.6976,101.3,1201.9,Gonzalez et al. (2012a),Density,Liquid,AAIsrh,CCO,ethanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
LsDDX,298.15,0.8045,101.3,1125.5,Gonzalez et al. (2012a),Density,Liquid,AAIsrh,CCO,ethanol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
