setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium methylsulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GPPDo,298.15,0.0095,101,997.56,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.018,101,998.03,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.0236,101,998.32,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.0316,101,998.76,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.0414,101,999.29,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.0611,101,1000.34,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.0788,101,1001.28,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.0914,101,1001.94,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.1165,101,1003.24,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.1441,101,1004.65,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.1816,101,1006.53,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.2172,101,1008.25,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.2724,101,1010.92,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.3964,101,1016.79,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.4557,101,1019.55,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.5756,101,1024.98,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,0.7108,101,1030.77,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,298.15,1.8259,101,1071.65,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.0095,101,994.57,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.018,101,995.02,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.0236,101,995.31,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.0316,101,995.73,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.0414,101,996.24,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.0611,101,997.25,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.0788,101,998.16,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.0914,101,998.8,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.1165,101,1000.06,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.1441,101,1001.43,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.1816,101,1003.27,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.2172,101,1004.99,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
GPPDo,308.15,0.2724,101,1007.59,Shekaari and Mousavi (2010),Density,Liquid,AADYJk,O,water,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
