setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XZTbO,289.15,0,100,806.27,Anwar and Riyazuddeen (2017),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XZTbO,289.15,0.1071,100,894.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XZTbO,289.15,0.1982,100,955.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XZTbO,289.15,0.3069,100,1015.6,Anwar and Riyazuddeen (2017),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XZTbO,289.15,0.3985,100,1058.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XZTbO,289.15,0.5048,100,1101.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XZTbO,289.15,0.603,100,1136,Anwar and Riyazuddeen (2017),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XZTbO,289.15,0.7158,100,1170,Anwar and Riyazuddeen (2017),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XZTbO,289.15,0.7951,100,1191.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XZTbO,289.15,0.9185,100,1219.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
