setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YosHi,100,312.6,1136,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,10000,312.6,1140,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,10000,332.1,1126,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,10000,352.1,1113,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,10000,372.2,1101,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,10000,392.4,1088,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,10000,412.4,1076,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,10000,432.2,1064,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,20000,312.6,1144,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,20000,332.1,1131,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,20000,352.1,1118,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,20000,372.2,1105,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,20000,392.4,1093,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,20000,412.4,1081,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,20000,432.2,1069,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,30000,312.6,1148,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,30000,332.1,1135,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,30000,352.1,1122,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,30000,372.2,1110,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,30000,392.4,1098,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,30000,412.4,1086,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,30000,432.2,1074,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,40000,312.6,1151,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,40000,332.1,1139,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,40000,352.1,1126,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,40000,372.2,1114,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,40000,392.4,1102,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,40000,412.4,1090,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,40000,432.2,1079,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,50000,312.6,1155,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,50000,332.1,1142,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,50000,352.1,1130,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,50000,372.2,1118,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,50000,392.4,1106,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,50000,412.4,1095,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
YosHi,50000,432.2,1084,Machida et al. (2011),Density,Liquid,AAmaWV,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,,,,,,
