setid,"Temperature, K","MolaLity of 1-ethyl-1-methylpyrrolidinium iodide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HLBGu,293.15,0.05193,101,787.8,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,293.15,0.10062,101,792.8,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,293.15,0.1531,101,798.2,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,293.15,0.1992,101,802.9,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,293.15,0.2558,101,808.8,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,293.15,0.30201,101,813.5,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,293.15,0.35401,101,818.9,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,293.15,0.39531,101,823.2,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,298.15,0.05193,101,782.5,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,298.15,0.10062,101,787.5,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,298.15,0.1531,101,793,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,298.15,0.1992,101,797.8,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,298.15,0.2558,101,803.7,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,298.15,0.30201,101,808.5,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,298.15,0.35401,101,814,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,298.15,0.39531,101,818.3,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,303.15,0.05193,101,777.1,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,303.15,0.10062,101,782.2,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,303.15,0.1531,101,787.8,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,303.15,0.1992,101,792.7,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,303.15,0.2558,101,798.7,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,303.15,0.30201,101,803.6,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,303.15,0.35401,101,809.1,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,303.15,0.39531,101,813.6,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,308.15,0.05193,101,771.7,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,308.15,0.10062,101,776.9,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,308.15,0.1531,101,782.4,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,308.15,0.1992,101,787.4,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,308.15,0.2558,101,793.4,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,308.15,0.30201,101,798.3,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,308.15,0.35401,101,803.9,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,308.15,0.39531,101,808.3,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,313.15,0.05193,101,766.2,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,313.15,0.10062,101,771.5,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,313.15,0.1531,101,777.1,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
