setid,"Temperature, K","MolaLity of 1-ethyl-1-methylpyrrolidinium iodide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HLBGu,313.15,0.1992,101,782,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,313.15,0.2558,101,788.2,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,313.15,0.30201,101,793.2,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,313.15,0.35401,101,798.9,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,313.15,0.39531,101,803.4,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,318.15,0.05193,101,760.8,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,318.15,0.10062,101,766,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,318.15,0.1531,101,771.7,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,318.15,0.1992,101,776.7,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,318.15,0.2558,101,782.8,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,318.15,0.30201,101,787.8,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,318.15,0.35401,101,793.5,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,318.15,0.39531,101,798,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,323.15,0.05193,101,755.2,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,323.15,0.10062,101,760.5,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,323.15,0.1531,101,766.2,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,323.15,0.1992,101,771.2,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,323.15,0.2558,101,777.3,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,323.15,0.30201,101,782.4,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,323.15,0.35401,101,788.1,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,323.15,0.39531,101,792.7,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,328.15,0.05193,101,749.7,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,328.15,0.10062,101,755,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,328.15,0.1531,101,760.7,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,328.15,0.1992,101,765.7,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,328.15,0.2558,101,771.9,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,328.15,0.30201,101,777,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,328.15,0.35401,101,782.7,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
HLBGu,328.15,0.39531,101,787.3,Brahma and Gardas (2018),Density,Liquid,AAuTEB,CC[N+]1(C)CCCC1.[I-],1-ethyl-1-methylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
