setid,"Mole fraction of 1,2-dimethylbenzene","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nPjgU,0,101,283.15,1534.04,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
nPjgU,0.052,101,283.15,1518.74,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
nPjgU,0.1008,101,283.15,1503.76,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
nPjgU,0.1995,101,283.15,1470.64,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
nPjgU,0.3002,101,283.15,1432.05,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
nPjgU,0.3978,101,283.15,1389.12,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
nPjgU,0.453,101,283.15,1362.39,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
nPjgU,0.5055,101,283.15,1334.27,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
nPjgU,0.5062,101,283.15,1333.7,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
nPjgU,0.5929,101,283.15,1283.06,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
nPjgU,1,101,283.15,888.1,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
