setid,Mole fraction of ethanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
epwfC,0.1,283.15,101,1249.3,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,288.15,101,1245.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,293.15,101,1242.1,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,298.15,101,1238.6,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,303.15,101,1235.1,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,308.15,101,1231.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,313.15,101,1228.2,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,318.15,101,1224.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,323.15,101,1221.3,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,328.15,101,1217.8,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,333.15,101,1214.4,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,338.15,101,1211,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.1,343.15,101,1207.5,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,283.15,101,1239.4,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,288.15,101,1235.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,293.15,101,1231.9,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,298.15,101,1228,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,303.15,101,1224.1,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,308.15,101,1220.3,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,313.15,101,1216.2,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,318.15,101,1211.2,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,323.15,101,1207.2,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,328.15,101,1201,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,333.15,101,1198.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,338.15,101,1195.4,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.165,343.15,101,1190.3,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,283.15,101,1216.6,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,288.15,101,1212.8,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,293.15,101,1208.9,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,298.15,101,1205,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,303.15,101,1199.8,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,308.15,101,1195.8,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,313.15,101,1193.1,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,318.15,101,1188.9,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,323.15,101,1184.7,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,328.15,101,1180.1,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,333.15,101,1175.2,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,338.15,101,1169.3,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.291,343.15,101,1159.4,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.401,283.15,101,1192,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.401,288.15,101,1188.3,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.401,293.15,101,1184.6,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.401,298.15,101,1180.9,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
epwfC,0.401,303.15,101,1177.2,Mokhtarani et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,
