setid,"MolaRity of sodium 2-hydroxysuccinate, mol/dm3","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DWvMi,0.0262,101,298.15,1000.2,Chmielewska et al. (2005),Density,Liquid,AAiMNw,O=C([O-])CC(O)C(=O)[O-].[Na+].[Na+],sodium 2-hydroxysuccinate,AADYJk,O,water,,,
DWvMi,0.04005,101,298.15,1001.85,Chmielewska et al. (2005),Density,Liquid,AAiMNw,O=C([O-])CC(O)C(=O)[O-].[Na+].[Na+],sodium 2-hydroxysuccinate,AADYJk,O,water,,,
DWvMi,0.06095,101,298.15,1004.35,Chmielewska et al. (2005),Density,Liquid,AAiMNw,O=C([O-])CC(O)C(=O)[O-].[Na+].[Na+],sodium 2-hydroxysuccinate,AADYJk,O,water,,,
DWvMi,0.07968,101,298.15,1006.57,Chmielewska et al. (2005),Density,Liquid,AAiMNw,O=C([O-])CC(O)C(=O)[O-].[Na+].[Na+],sodium 2-hydroxysuccinate,AADYJk,O,water,,,
DWvMi,0.1009,101,298.15,1009.07,Chmielewska et al. (2005),Density,Liquid,AAiMNw,O=C([O-])CC(O)C(=O)[O-].[Na+].[Na+],sodium 2-hydroxysuccinate,AADYJk,O,water,,,
