setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qQZcI,293.15,0,101,789.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,0.0738,101,891.5,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,0.1356,101,959.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,0.2275,101,1040.6,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,0.3317,101,1111.6,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,0.429,101,1163.9,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,0.5395,101,1211.1,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,0.6331,101,1243.6,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,0.7308,101,1272,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,0.8142,101,1293,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,0.9081,101,1313.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,0.9512,101,1321.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,293.15,1,101,1330.9,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,0,101,785.1,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,0.0738,101,887.4,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,0.1356,101,955.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
qQZcI,298.15,0.2275,101,1036.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
