setid,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HGmVA,0.0665,298.15,100,852.2,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.0665,303.15,100,848.3,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.0665,313.15,100,839.6,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.1114,298.15,100,892.6,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.1114,303.15,100,889,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.1114,313.15,100,881,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.2553,298.15,100,995.4,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.2553,303.15,100,992.4,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.2553,313.15,100,985.1,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.3374,298.15,100,1040.3,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.3374,303.15,100,1037.8,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.3374,313.15,100,1030.6,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.4452,298.15,100,1088.9,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.4452,303.15,100,1086.4,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.4452,313.15,100,1079.4,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.5203,298.15,100,1117.2,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.5203,303.15,100,1114.6,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.5203,313.15,100,1107.8,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
HGmVA,0.5882,298.15,100,1137.8,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcwx,CC(C)O,propan-2-ol,,,
