setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bHSbS,303.15,0.1882,0.6971,100,1235.5,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.1995,0.6838,100,1233.3,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.2111,0.6703,100,1231.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.2373,0.6404,100,1226.8,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.2592,0.6131,100,1223.5,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.2765,0.5936,100,1221.1,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.2986,0.5703,100,1218.3,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.3201,0.5466,100,1215.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.3367,0.5263,100,1214.1,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.3579,0.503,100,1212.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.3768,0.4817,100,1210.6,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.398,0.4595,100,1209.1,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.4203,0.4358,100,1207.6,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.4435,0.4154,100,1206.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.4555,0.4036,100,1206.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.4676,0.3916,100,1205.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.4924,0.3689,100,1204.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.5071,0.3559,100,1204.6,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.5214,0.3432,100,1204.3,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.5458,0.3199,100,1203.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.5741,0.2939,100,1202.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.5967,0.2731,100,1202.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.6255,0.2468,100,1202,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.6605,0.2187,100,1201.3,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.6869,0.1946,100,1200.5,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.7082,0.1754,100,1200.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.7296,0.1567,100,1199.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,303.15,0.7525,0.1371,100,1198.5,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.1206,0.7707,100,1248.3,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.1397,0.754,100,1243.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.1528,0.7386,100,1240.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.1661,0.723,100,1237.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.1882,0.6971,100,1232.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.1995,0.6838,100,1230.5,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.2111,0.6703,100,1228.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.2373,0.6404,100,1224,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.2592,0.6131,100,1220.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.2765,0.5936,100,1218.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.2986,0.5703,100,1215.6,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.3201,0.5466,100,1213.3,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.3367,0.5263,100,1211.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.3579,0.503,100,1209.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.3768,0.4817,100,1208.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.398,0.4595,100,1206.8,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.4203,0.4358,100,1205.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.4435,0.4154,100,1204.5,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.4555,0.4036,100,1204.1,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.4676,0.3916,100,1203.6,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.4924,0.3689,100,1203,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.5071,0.3559,100,1202.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.5214,0.3432,100,1202.5,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.5458,0.3199,100,1201.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.5741,0.2939,100,1201.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.5967,0.2731,100,1201,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.6255,0.2468,100,1200.7,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.6605,0.2187,100,1200.4,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.6869,0.1946,100,1199.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.7082,0.1754,100,1198.9,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.7296,0.1567,100,1198.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
bHSbS,308.15,0.7525,0.1371,100,1197.2,Gupta et al. (2017a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
