setid,"MolaRity of tetrabutylphosphonium tetrafluoroborate, mol/dm3","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bvnMz,0.0053,298.15,101,937.22,Roy et al. (2013a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
bvnMz,0.0215,298.15,101,938.69,Roy et al. (2013a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
bvnMz,0.0377,298.15,101,940.34,Roy et al. (2013a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
bvnMz,0.0541,298.15,101,942.13,Roy et al. (2013a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
bvnMz,0.0705,298.15,101,944.01,Roy et al. (2013a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
bvnMz,0.0871,298.15,101,945.94,Roy et al. (2013a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,,,
