setid,"Temperature, K",Mole fraction of tributylmethylphosphonium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Btnio,303.15,0.2318,101,1046.7,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,303.15,0.2971,101,1049.6,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,303.15,0.3764,101,1051.7,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,303.15,0.4752,101,1053,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,303.15,0.6014,101,1054,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,303.15,0.7129,101,1054.4,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,303.15,0.8086,101,1054.8,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,303.15,0.8515,101,1054.9,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,303.15,0.9022,101,1055,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,303.15,0.9468,101,1055.3,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,303.15,1,101,1055.6,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0,101,1019.3,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.056,101,1027.4,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.0914,101,1031.4,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.1311,101,1035.6,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.1773,101,1039,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.2318,101,1042.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.2971,101,1045.2,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.3764,101,1047.7,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.4752,101,1049,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.6014,101,1050,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.7129,101,1050.8,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.8086,101,1051.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.8515,101,1051.7,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.9022,101,1051.9,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,0.9468,101,1052.2,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,308.15,1,101,1052.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0,101,1014.7,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.056,101,1022.8,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.0914,101,1026.8,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.1311,101,1031,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.1773,101,1034.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.2318,101,1037.9,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.2971,101,1041.1,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.3764,101,1043.7,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.4752,101,1045.3,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.6014,101,1046.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.7129,101,1047.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.8086,101,1048.2,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.8515,101,1048.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.9022,101,1048.7,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,0.9468,101,1049.1,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,313.15,1,101,1049.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0,101,1010.2,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.056,101,1018.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.0914,101,1022.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.1311,101,1026.3,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.1773,101,1029.9,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.2318,101,1033.4,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.2971,101,1036.6,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.3764,101,1039.7,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.4752,101,1041.4,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.6014,101,1042.9,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.7129,101,1044.1,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.8086,101,1045,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.8515,101,1045.3,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.9022,101,1045.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,0.9468,101,1045.9,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,318.15,1,101,1046.5,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,323.15,0,101,1005.8,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,323.15,0.056,101,1013.9,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,323.15,0.0914,101,1017.8,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,323.15,0.1311,101,1021.6,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,323.15,0.1773,101,1025.1,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,323.15,0.2318,101,1028.7,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
Btnio,323.15,0.2971,101,1032.2,Umapathi et al. (2017),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
