setid,"Temperature, K",Mole fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xyuiq,293.15,0.012,100,1151.2,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,293.15,0.061,100,1151.7,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,293.15,0.123,100,1152.1,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,293.15,0.183,100,1152.4,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,293.15,0.259,100,1153,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,293.15,0.502,100,1154.6,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,293.15,0.765,100,1150.2,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,293.15,0.88,100,1124,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,293.15,1,100,1000.1,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,303.15,0.012,100,1144.2,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,303.15,0.061,100,1144.7,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,303.15,0.123,100,1145.2,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,303.15,0.183,100,1145.5,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,303.15,0.259,100,1146.1,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,303.15,0.502,100,1147.8,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,303.15,0.765,100,1143.1,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,303.15,0.88,100,1116.7,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,303.15,1,100,998,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,313.15,0.012,100,1137.4,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,313.15,0.061,100,1137.9,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,313.15,0.123,100,1138.4,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,313.15,0.183,100,1138.7,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,313.15,0.259,100,1139.3,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,313.15,0.502,100,1141.1,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,313.15,0.765,100,1135.9,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,313.15,0.88,100,1109.2,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,313.15,1,100,994.3,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,323.15,0.012,100,1130.7,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,323.15,0.061,100,1131.2,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,323.15,0.123,100,1131.7,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,323.15,0.183,100,1132,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,323.15,0.259,100,1132.6,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,323.15,0.502,100,1134.3,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,323.15,0.765,100,1128.6,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,323.15,0.88,100,1101.7,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,323.15,1,100,990.2,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,333.15,0.012,100,1124.1,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,333.15,0.061,100,1124.6,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,333.15,0.123,100,1125,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,333.15,0.183,100,1125.4,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,333.15,0.259,100,1126,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,333.15,0.502,100,1127.4,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,333.15,0.765,100,1121.2,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,333.15,0.88,100,1094,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,333.15,1,100,985.2,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,343.15,0.012,100,1117.5,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,343.15,0.061,100,1118,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,343.15,0.123,100,1118.4,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,343.15,0.183,100,1118.8,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,343.15,0.259,100,1119.3,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,343.15,0.502,100,1120.5,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,343.15,0.765,100,1113.8,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,343.15,0.88,100,1086.1,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,343.15,1,100,979.6,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,353.15,0.012,100,1111,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,353.15,0.061,100,1111.5,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,353.15,0.123,100,1111.9,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,353.15,0.183,100,1112.1,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,353.15,0.259,100,1112.7,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,353.15,0.502,100,1113.7,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,353.15,0.765,100,1106.3,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,353.15,0.88,100,1078.1,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,353.15,1,100,973.3,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
xyuiq,363.15,0.012,100,1104.5,Pablo et al. (2018),Density,Liquid,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,
