setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KTHvs,298.15,30000,0.4974,1380.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,30000,0.6018,1426.9,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,30000,0.6968,1461.8,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,30000,0.7939,1491.9,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,30000,0.9005,1519.8,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,30000,0.946,1530.4,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,30000,1,1541.9,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0,823.6,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0.0485,933,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0.1002,1026,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0.2002,1160.9,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0.3003,1257.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0.3986,1328.1,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0.4974,1383.4,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0.6018,1430.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0.6968,1465.1,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0.7939,1495.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0.9005,1523.1,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,0.946,1533.7,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,35000,1,1545.1,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0,826,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0.0485,935,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0.1002,1029,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0.2002,1163.6,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0.3003,1260.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0.3986,1331.1,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0.4974,1386.4,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0.6018,1433.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0.6968,1468.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0.7939,1498.5,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0.9005,1526.4,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,0.946,1537,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,298.15,40000,1,1548.3,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0,795.6,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0.0485,903,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0.1002,996,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0.2002,1129.6,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0.3003,1225.7,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0.3986,1296.5,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0.4974,1352.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0.6018,1399,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0.6968,1434,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0.7939,1464.3,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0.9005,1492.7,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,0.946,1503.6,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,100,1,1515.7,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0,799.7,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0.0485,908,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0.1002,1000,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0.2002,1134,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0.3003,1230.3,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0.3986,1300.9,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0.4974,1356.8,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0.6018,1403.6,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0.6968,1438.6,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0.7939,1468.8,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0.9005,1497.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,0.946,1508.1,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,5000,1,1520,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0,803.5,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0.0485,912,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0.1002,1004,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0.2002,1138.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0.3003,1234.4,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0.3986,1305.1,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0.4974,1360.9,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0.6018,1407.7,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0.6968,1442.6,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0.7939,1472.7,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0.9005,1501,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,0.946,1511.9,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,10000,1,1523.8,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0,807.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0.0485,915,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0.1002,1008,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0.2002,1142.1,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0.3003,1238.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0.3986,1309,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0.4974,1364.8,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0.6018,1411.4,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0.6968,1446.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0.7939,1476.3,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0.9005,1504.5,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,0.946,1515.4,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
KTHvs,303.15,15000,1,1527.2,Hauk et al. (2023),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AALcLI,CCCO,propan-1-ol,,,
