setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JQPNP,298.15,0,100,776.7,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,298.15,0.0911,100,958.6,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,298.15,0.2023,100,1074.8,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,298.15,0.3029,100,1137.1,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,298.15,0.3998,100,1179,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,298.15,0.4994,100,1211.2,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,298.15,0.5953,100,1234.1,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,298.15,0.7029,100,1255.9,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,298.15,0.8009,100,1271.8,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,298.15,0.9012,100,1285.6,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,298.15,1,100,1297.5,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,303.15,0,100,771.3,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,303.15,0.0911,100,954.6,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
JQPNP,303.15,0.2023,100,1070.4,Fatima et al. (2018b),Density,Liquid,AAHueB,CC#N,acetonitrile,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
