setid,Mole fraction of ethanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hLazp,0,288.15,101,1287.57,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0,298.15,101,1280.81,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0,308.15,101,1273.97,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.05,298.15,101,1273.01,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.05,308.15,101,1266.14,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.0501,288.15,101,1279.94,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.1018,288.15,101,1271.31,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.102,298.15,101,1264.42,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.102,308.15,101,1257.55,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.197,298.15,101,1246.51,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.197,308.15,101,1239.58,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.1972,288.15,101,1253.48,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.3098,288.15,101,1228.51,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.31,298.15,101,1221.47,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.31,308.15,101,1214.47,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.391,298.15,101,1199.39,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.391,308.15,101,1192.33,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.3913,288.15,101,1206.5,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.503,288.15,101,1170.26,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.503,298.15,101,1163.02,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.503,308.15,101,1155.75,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.6129,288.15,101,1125.74,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.613,298.15,101,1118.41,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.613,308.15,101,1111.08,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.703,298.15,101,1071.36,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.703,308.15,101,1063.86,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.7031,288.15,101,1078.87,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.8087,288.15,101,1007.23,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.809,298.15,101,999.5,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
