setid,Mole fraction of ethanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hLazp,0.809,308.15,101,991.73,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.901,298.15,101,914.27,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.901,308.15,101,906.19,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.9011,288.15,101,922.29,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.948,298.15,101,859.57,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.948,308.15,101,851.28,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,0.9482,288.15,101,867.78,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,1,288.15,101,794.04,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,1,298.15,101,785.52,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
hLazp,1,308.15,101,776.87,Requejo et al. (2014),Density,Liquid,AAIsrh,CCO,ethanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
