setid,Weight fraction of heptane,Weight fraction of ethanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HgsVJ,0,0,313.15,101,1420.7,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
HgsVJ,0,0.008,313.15,101,1411.58,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
HgsVJ,0,0.015,313.15,101,1403.51,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
HgsVJ,0,0.032,313.15,101,1384.48,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
HgsVJ,0,0.084,313.15,101,1329.16,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
HgsVJ,0,0.156,313.15,101,1259.12,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
HgsVJ,0,0.202,313.15,101,1218.21,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
HgsVJ,0,0.385,313.15,101,1077.75,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
HgsVJ,0,0.48,313.15,101,1016.97,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
HgsVJ,0,1,313.15,101,773.03,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
HgsVJ,0.015,0.198,313.15,101,1207.15,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
HgsVJ,0.016,0.386,313.15,101,1062.87,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
