setid,"Temperature, K",Mole fraction of bis(2-hydroxyethyl)dimethylammonium methanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Gjsar,298.15,0,101,787,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,298.15,0.1,101,967.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,298.15,0.1996,101,1069.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,298.15,0.3001,101,1135.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,298.15,0.4004,101,1181,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,298.15,0.5005,101,1214.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,298.15,0.5976,101,1239.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,298.15,0.7022,101,1259.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,298.15,0.8012,101,1275.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,298.15,0.9012,101,1289,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,298.15,1,101,1298.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,303.15,0,101,782.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,303.15,0.1,101,963.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,303.15,0.1996,101,1065.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,303.15,0.3001,101,1132.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,303.15,0.4004,101,1177.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,303.15,0.5005,101,1211,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,303.15,0.5976,101,1235.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,303.15,0.7022,101,1256.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,303.15,0.8012,101,1272.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,303.15,0.9012,101,1286,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,303.15,1,101,1295,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,308.15,0,101,777.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,308.15,0.1,101,959.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,308.15,0.1996,101,1062,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,308.15,0.3001,101,1128.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,308.15,0.4004,101,1174.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,308.15,0.5005,101,1207.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,308.15,0.5976,101,1232.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,308.15,0.7022,101,1253.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,308.15,0.8012,101,1269.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,308.15,0.9012,101,1282.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,308.15,1,101,1291.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,313.15,0,101,772.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,313.15,0.1,101,955.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,313.15,0.1996,101,1058.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,313.15,0.3001,101,1125.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,313.15,0.4004,101,1170.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,313.15,0.5005,101,1204.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,313.15,0.5976,101,1229,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,313.15,0.7022,101,1250.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,313.15,0.8012,101,1266,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,313.15,0.9012,101,1279.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,313.15,1,101,1288.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,318.15,0,101,768,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,318.15,0.1,101,951.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,318.15,0.1996,101,1054.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,318.15,0.3001,101,1121.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
Gjsar,318.15,0.4004,101,1167.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AAGIBL,CO,methanol,,,
