setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yPjbI,293.15,0,101.3,867.4,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,293.15,0.1076,101.3,923.4,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,293.15,0.203,101.3,961.7,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,293.15,0.3072,101.3,994.9,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,293.15,0.4001,101.3,1018.7,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,293.15,0.492,101.3,1038.5,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,293.15,0.6078,101.3,1059,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,293.15,0.7023,101.3,1073.2,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,293.15,0.7996,101.3,1086,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,293.15,0.8963,101.3,1097.3,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,298.15,0,101.3,862.9,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,298.15,0.1076,101.3,919.4,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,298.15,0.203,101.3,957.7,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,298.15,0.3072,101.3,991.1,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,298.15,0.4001,101.3,1015,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,298.15,0.492,101.3,1034.9,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,298.15,0.6078,101.3,1055.4,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,298.15,0.7023,101.3,1069.7,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,298.15,0.7996,101.3,1082.6,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,298.15,0.8963,101.3,1094,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,303.15,0,101.3,858.3,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,303.15,0.1076,101.3,915.1,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,303.15,0.203,101.3,953.7,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,303.15,0.3072,101.3,987.3,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,303.15,0.4001,101.3,1011.2,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,303.15,0.492,101.3,1031.2,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,303.15,0.6078,101.3,1051.9,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,303.15,0.7023,101.3,1066.2,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,303.15,0.7996,101.3,1079.2,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,303.15,0.8963,101.3,1090.6,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,308.15,0,101.3,853.8,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,308.15,0.1076,101.3,911,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,308.15,0.203,101.3,949.6,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,308.15,0.3072,101.3,983.5,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,308.15,0.4001,101.3,1007.8,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,308.15,0.492,101.3,1027.7,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,308.15,0.6078,101.3,1048.4,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
yPjbI,308.15,0.7023,101.3,1062.8,Master and Malek (2021b),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,
