setid,"Temperature, K","Mole fraction of 1,1,3,3-tetramethylguanidinium imidazol-1-ide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zCrwD,293.15,0,100,998.2,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,293.15,0.0511,100,1023,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,293.15,0.0991,100,1024.5,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,293.15,0.207,100,1025.5,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,293.15,0.3005,100,1019.9,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,293.15,0.3834,100,1015.8,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,293.15,0.4978,100,1010.2,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,293.15,0.6356,100,1005.4,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,293.15,0.8019,100,1001.5,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,293.15,0.8984,100,999.2,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,293.15,1,100,997.2,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,298.15,0,100,997,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,298.15,0.0511,100,1020,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
zCrwD,298.15,0.0991,100,1020.6,Ye et al. (2016),Density,Liquid,AADYJk,O,water,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
