setid,"Temperature, K","Mole fraction of 2-ethyl-1,1,3,3-tetramethylguanidinium bis(trifluoromethanesulfonyl)imide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DXavX,293.15,0,100,803.49,Lu et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdfIc,CC[NH+]=C(N(C)C)N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"2-ethyl-1,1,3,3-tetramethylguanidinium bis(trifluoromethanesulfonyl)imide",,,
DXavX,293.15,0.1024,100,997.39,Lu et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdfIc,CC[NH+]=C(N(C)C)N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"2-ethyl-1,1,3,3-tetramethylguanidinium bis(trifluoromethanesulfonyl)imide",,,
DXavX,293.15,0.2019,100,1114.71,Lu et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdfIc,CC[NH+]=C(N(C)C)N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"2-ethyl-1,1,3,3-tetramethylguanidinium bis(trifluoromethanesulfonyl)imide",,,
DXavX,293.15,0.2973,100,1192.1,Lu et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdfIc,CC[NH+]=C(N(C)C)N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"2-ethyl-1,1,3,3-tetramethylguanidinium bis(trifluoromethanesulfonyl)imide",,,
DXavX,293.15,0.4011,100,1252.8,Lu et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdfIc,CC[NH+]=C(N(C)C)N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"2-ethyl-1,1,3,3-tetramethylguanidinium bis(trifluoromethanesulfonyl)imide",,,
DXavX,293.15,0.4988,100,1295.4,Lu et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdfIc,CC[NH+]=C(N(C)C)N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"2-ethyl-1,1,3,3-tetramethylguanidinium bis(trifluoromethanesulfonyl)imide",,,
DXavX,293.15,0.5962,100,1328.4,Lu et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdfIc,CC[NH+]=C(N(C)C)N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"2-ethyl-1,1,3,3-tetramethylguanidinium bis(trifluoromethanesulfonyl)imide",,,
DXavX,293.15,0.6997,100,1356.6,Lu et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdfIc,CC[NH+]=C(N(C)C)N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"2-ethyl-1,1,3,3-tetramethylguanidinium bis(trifluoromethanesulfonyl)imide",,,
DXavX,293.15,0.7931,100,1377.8,Lu et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdfIc,CC[NH+]=C(N(C)C)N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"2-ethyl-1,1,3,3-tetramethylguanidinium bis(trifluoromethanesulfonyl)imide",,,
DXavX,293.15,0.9014,100,1398.7,Lu et al. (2015),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdfIc,CC[NH+]=C(N(C)C)N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"2-ethyl-1,1,3,3-tetramethylguanidinium bis(trifluoromethanesulfonyl)imide",,,
