setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qKooB,298.15,0,101,786.6,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,0.0154,101,810,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,0.0531,101,854.7,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,0.0964,101,892.65,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,0.1443,101,924.63,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,0.2076,101,954.94,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,0.3602,101,1001.45,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,0.5083,101,1028.1,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,0.6227,101,1041.88,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,0.7114,101,1050.3,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,0.8006,101,1057.5,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,0.9046,101,1064.2,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,298.15,1,101,1069.8,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0,101,777.1,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0.0154,101,800.9,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0.0531,101,846.2,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0.0964,101,884.64,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0.1443,101,917.04,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0.2076,101,947.69,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0.3602,101,994.74,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0.5083,101,1021.68,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0.6227,101,1035.64,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0.7114,101,1044.1,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0.8006,101,1051.4,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,0.9046,101,1058.2,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,308.15,1,101,1063.9,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0,101,767.6,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0.0154,101,791.7,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0.0531,101,837.6,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0.0964,101,876.63,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0.1443,101,909.43,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0.2076,101,940.47,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0.3602,101,988.06,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0.5083,101,1015.3,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0.6227,101,1029.43,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0.7114,101,1038,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0.8006,101,1045.4,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,0.9046,101,1052.3,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,318.15,1,101,1058,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0,101,757.8,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0.0154,101,782.4,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0.0531,101,829,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0.0964,101,868.6,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0.1443,101,901.81,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0.2076,101,933.23,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0.3602,101,981.43,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0.5083,101,1008.99,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0.6227,101,1023.26,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0.7114,101,1031.94,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0.8006,101,1039.4,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
qKooB,328.15,0.9046,101,1046.4,Domanska and Laskowska (2009b),Density,Liquid,AAGIBL,CO,methanol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
