setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
miYMW,298.15,0,100,786.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,298.15,0.0997,100,875.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,298.15,0.196,100,933.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,298.15,0.3001,100,976.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,298.15,0.3945,100,1005,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,298.15,0.4997,100,1029.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,298.15,0.5993,100,1048.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,298.15,0.7013,100,1065.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,298.15,0.8014,100,1079.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,298.15,0.8929,100,1090.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,298.15,1,100,1100.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,303.15,0,100,782.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,303.15,0.0997,100,871.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
miYMW,303.15,0.196,100,929.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAIsrh,CCO,ethanol,,,
