setid,"MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cvuvn,0.0909,298.15,101,1001.5,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
cvuvn,0.0915,298.15,101,1001.8,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
cvuvn,0.097,298.15,101,1002,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
cvuvn,0.1797,298.15,101,1006,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
cvuvn,0.1833,298.15,101,1006.3,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
cvuvn,0.185,298.15,101,1006.5,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
cvuvn,0.267,298.15,101,1010.2,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
cvuvn,0.2863,298.15,101,1011.4,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
cvuvn,0.2866,298.15,101,1011.3,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
cvuvn,0.3496,298.15,101,1014.4,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
cvuvn,0.3564,298.15,101,1014.4,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
cvuvn,0.3651,298.15,101,1014.1,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
