setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vKVTJ,298.15,0,101,810.94,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,0.0865,101,849.33,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,0.144,101,871.76,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,0.2086,101,895.01,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,0.2698,101,915.1,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,0.384,101,948.69,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,0.4443,101,964.72,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,0.513,101,981.56,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,0.6157,101,1004.35,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,0.7249,101,1025.99,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,0.8557,101,1048.45,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,0.9807,101,1067.14,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,298.15,1,101,1069.79,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0,101,803.52,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0.0865,101,842.22,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0.144,101,864.81,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0.2086,101,888.21,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0.2698,101,908.42,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0.384,101,942.23,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0.4443,101,958.35,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0.513,101,975.29,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0.6157,101,998.2,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0.7249,101,1019.94,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0.8557,101,1042.47,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,0.9807,101,1061.23,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,308.15,1,101,1063.89,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0,101,795.98,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0.0865,101,835.06,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0.144,101,857.83,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0.2086,101,881.39,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0.2698,101,901.76,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0.384,101,935.79,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0.4443,101,952.01,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0.513,101,969.05,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0.6157,101,992.1,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0.7249,101,1013.91,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0.8557,101,1036.53,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,0.9807,101,1055.35,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,318.15,1,101,1058.02,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0,101,788.27,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0.0865,101,827.81,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0.144,101,850.79,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0.2086,101,874.55,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0.2698,101,895.08,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0.384,101,929.37,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0.4443,101,945.71,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0.513,101,962.84,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0.6157,101,986.01,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0.7249,101,1007.94,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0.8557,101,1030.64,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,0.9807,101,1049.52,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,328.15,1,101,1052.19,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0,101,780.36,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0.0865,101,820.47,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0.144,101,843.68,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0.2086,101,867.68,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0.2698,101,888.39,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0.384,101,922.98,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0.4443,101,939.41,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0.513,101,956.68,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0.6157,101,979.97,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0.7249,101,1002.01,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0.8557,101,1024.78,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,0.9807,101,1043.74,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,338.15,1,101,1046.43,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,348.15,0,101,772.21,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,348.15,0.0865,101,812.98,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
vKVTJ,348.15,0.144,101,836.5,Domanska and Laskowska (2009a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
