setid,"Temperature, K","MolaLity of 1-methyl-3-pentylimidazolium acetate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lWKON,288.15,0,100,999.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.0113,100,1000.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.0167,100,1000.3,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.0278,100,1000.4,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.0448,100,1000.6,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.1117,100,1001.6,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.1681,100,1002.3,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.2233,100,1003,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.2831,100,1003.9,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.3358,100,1004.6,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.3919,100,1005.4,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.448,100,1006.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,288.15,0.5032,100,1006.9,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0,100,998.2,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.0113,100,999.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.0167,100,999.2,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.0278,100,999.4,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.0448,100,999.5,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.1117,100,1000.5,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.1681,100,1001.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.2233,100,1001.9,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.2831,100,1002.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.3358,100,1003.4,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.3919,100,1004.2,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.448,100,1004.9,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,293.15,0.5032,100,1005.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0,100,997.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.0113,100,997.8,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.0167,100,997.9,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.0278,100,998.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.0448,100,998.2,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.1117,100,999,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.1681,100,999.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.2233,100,1000.5,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.2831,100,1001.3,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.3358,100,1002,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.3919,100,1002.8,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.448,100,1003.5,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,298.15,0.5032,100,1004.2,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0,100,995.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.0113,100,996.3,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.0167,100,996.4,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.0278,100,996.5,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.0448,100,996.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.1117,100,997.4,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.1681,100,998.2,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.2233,100,999,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.2831,100,999.8,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.3358,100,1000.4,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.3919,100,1001.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.448,100,1001.8,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,303.15,0.5032,100,1002.5,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0,100,994.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.0113,100,994.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.0167,100,994.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.0278,100,994.9,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.0448,100,995,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.1117,100,995.8,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.1681,100,996.5,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.2233,100,997.2,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.2831,100,998,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.3358,100,998.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.3919,100,999.4,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.448,100,1000.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,308.15,0.5032,100,1000.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0,100,992.2,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0.0113,100,992.8,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0.0167,100,992.9,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0.0278,100,993,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0.0448,100,993.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0.1117,100,994,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0.1681,100,994.6,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0.2233,100,995.3,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0.2831,100,996.1,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
lWKON,313.15,0.3358,100,996.7,Tong et al. (2018),Density,Liquid,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,AADYJk,O,water,,,
