setid,Mole fraction of acetic acid,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mWYPu,0,303.15,100,958,Berton et al. (2017),Density,Liquid,AALcAl,CC(=O)O,acetic acid,ABFzOJ,CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,tetrabutylammonium acetate,,,
mWYPu,0.1,303.15,100,965,Berton et al. (2017),Density,Liquid,AALcAl,CC(=O)O,acetic acid,ABFzOJ,CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,tetrabutylammonium acetate,,,
mWYPu,0.2,303.15,100,978,Berton et al. (2017),Density,Liquid,AALcAl,CC(=O)O,acetic acid,ABFzOJ,CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,tetrabutylammonium acetate,,,
mWYPu,0.33,303.15,100,993,Berton et al. (2017),Density,Liquid,AALcAl,CC(=O)O,acetic acid,ABFzOJ,CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,tetrabutylammonium acetate,,,
mWYPu,0.5,303.15,100,1017,Berton et al. (2017),Density,Liquid,AALcAl,CC(=O)O,acetic acid,ABFzOJ,CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,tetrabutylammonium acetate,,,
mWYPu,0.67,303.15,100,1035,Berton et al. (2017),Density,Liquid,AALcAl,CC(=O)O,acetic acid,ABFzOJ,CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,tetrabutylammonium acetate,,,
mWYPu,0.8,303.15,100,1042,Berton et al. (2017),Density,Liquid,AALcAl,CC(=O)O,acetic acid,ABFzOJ,CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,tetrabutylammonium acetate,,,
mWYPu,0.9,303.15,100,1041,Berton et al. (2017),Density,Liquid,AALcAl,CC(=O)O,acetic acid,ABFzOJ,CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,tetrabutylammonium acetate,,,
mWYPu,1,303.15,100,1037,Berton et al. (2017),Density,Liquid,AALcAl,CC(=O)O,acetic acid,ABFzOJ,CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,tetrabutylammonium acetate,,,
