setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VLEYC,293.15,0.0513,101.3,1162.5,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VLEYC,293.15,0.0991,101.3,1176.4,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VLEYC,293.15,0.2013,101.3,1196.4,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VLEYC,293.15,0.3095,101.3,1209.6,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VLEYC,293.15,0.4073,101.3,1217.8,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VLEYC,293.15,0.5056,101.3,1223.9,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VLEYC,293.15,0.5489,101.3,1226.3,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VLEYC,293.15,0.5944,101.3,1228.3,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VLEYC,293.15,0.689,101.3,1232.1,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VLEYC,293.15,0.7805,101.3,1235.1,Garcia-Miaja et al. (2009b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
