setid,"Temperature, K","Pressure, kPa",Mole fraction of 4-oxopentanoic acid,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jfttf,303.15,101.3,0.75,1090.3,Deng et al. (2016),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AAWRqX,CC(=O)CCC(=O)O,4-oxopentanoic acid,,,
jfttf,313.15,101.3,0.75,1083.3,Deng et al. (2016),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AAWRqX,CC(=O)CCC(=O)O,4-oxopentanoic acid,,,
jfttf,323.15,101.3,0.75,1076.1,Deng et al. (2016),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AAWRqX,CC(=O)CCC(=O)O,4-oxopentanoic acid,,,
jfttf,333.15,101.3,0.75,1069.2,Deng et al. (2016),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AAWRqX,CC(=O)CCC(=O)O,4-oxopentanoic acid,,,
