setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VKiVB,303.15,0.3517,100,977.1,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,303.15,0.4412,100,1005.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,303.15,0.5591,100,1037.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,303.15,0.6518,100,1058.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,303.15,0.7392,100,1075.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,303.15,0.8516,100,1094.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,303.15,0.9395,100,1106.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,303.15,1,100,1114.3,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,0,100,794.1,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,0.0819,100,848.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,0.1591,100,891.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,0.2414,100,929.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,0.3517,100,972.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,0.4412,100,1001.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,0.5591,100,1033.1,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,0.6518,100,1054.3,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,0.7392,100,1071.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,0.8516,100,1090.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,0.9395,100,1103.3,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,308.15,1,100,1111.1,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,0,100,789.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,0.0819,100,843.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,0.1591,100,886.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,0.2414,100,925,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,0.3517,100,967.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,0.4412,100,996.5,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,0.5591,100,1028.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,0.6518,100,1049.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,0.7392,100,1067.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,0.8516,100,1086.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,0.9395,100,1099.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,313.15,1,100,1107.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,0,100,785.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,0.0819,100,839.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,0.1591,100,881.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,0.2414,100,920.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,0.3517,100,963,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,0.4412,100,991.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,0.5591,100,1024.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,0.6518,100,1045.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,0.7392,100,1063.5,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,0.8516,100,1083.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,0.9395,100,1096.5,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,318.15,1,100,1104.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,0,100,780.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,0.0819,100,834.5,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,0.1591,100,876.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,0.2414,100,915.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,0.3517,100,958.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,0.4412,100,987.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,0.5591,100,1019.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,0.6518,100,1041.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,0.7392,100,1059.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,0.8516,100,1079.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,0.9395,100,1093.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,323.15,1,100,1101.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
