setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VKiVB,293.15,0,100,806.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,293.15,0.0819,100,861.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,293.15,0.1591,100,904.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,293.15,0.2414,100,943.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,293.15,0.3517,100,986.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,293.15,0.4412,100,1015.1,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,293.15,0.5591,100,1046.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,293.15,0.6518,100,1066.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,293.15,0.7392,100,1083.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,293.15,0.8516,100,1101.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,293.15,0.9395,100,1113.5,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,293.15,1,100,1120.3,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,0,100,802.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,0.0819,100,857.3,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,0.1591,100,900.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,0.2414,100,939.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,0.3517,100,982.1,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,0.4412,100,1010.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,0.5591,100,1042.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,0.6518,100,1062.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,0.7392,100,1079.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,0.8516,100,1098.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,0.9395,100,1110.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,298.15,1,100,1117.5,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,303.15,0,100,798.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,303.15,0.0819,100,852.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,303.15,0.1591,100,895.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
VKiVB,303.15,0.2414,100,934.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAONLE,CCC(C)O,butan-2-ol,,,
