setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zhKLX,293.15,0,100,719.6,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
zhKLX,293.15,0.0974,100,867.77,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
zhKLX,293.15,0.21,100,996.86,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
zhKLX,293.15,0.31,100,1083.6,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
zhKLX,293.15,0.4044,100,1147.54,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
zhKLX,293.15,0.5634,100,1230.3,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
zhKLX,293.15,0.6481,100,1265.1,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
zhKLX,293.15,0.7387,100,1297.2,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
zhKLX,293.15,0.845,100,1330.3,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
zhKLX,293.15,0.9316,100,1353.2,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
