setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AWMFH,293.15,0.05,101,857.2,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,293.15,0.0936,101,908,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,293.15,0.147,101,959,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,293.15,0.197,101,996,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,293.15,0.308,101,1057,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,293.15,0.408,101,1096,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,293.15,0.5,101,1124,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,293.15,0.593,101,1146,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,293.15,0.725,101,1170.5,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,293.15,0.832,101,1186.2,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,293.15,0.9,101,1197.4,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,293.15,0.961,101,1201.5,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.05,101,855.2,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.0936,101,906,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.147,101,957,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.197,101,994,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.308,101,1055,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.408,101,1095,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.5,101,1122,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.593,101,1144.5,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.725,101,1169.1,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.832,101,1184.8,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.9,101,1196,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,295.15,0.961,101,1200,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.05,101,853.1,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.0936,101,905,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.147,101,955,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.197,101,992,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.308,101,1053,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.408,101,1093,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.5,101,1121,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.593,101,1142.9,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.725,101,1167.6,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.832,101,1183.3,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.9,101,1194.5,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,297.15,0.961,101,1198.6,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,299.15,0.05,101,851.1,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,299.15,0.0936,101,903,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,299.15,0.147,101,953,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,299.15,0.197,101,990,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,299.15,0.308,101,1052,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,299.15,0.408,101,1091,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
AWMFH,299.15,0.5,101,1119,Trenzado et al. (2019),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
