setid,"Temperature, K","Pressure, kPa",Mole fraction of acetophenone,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wOWws,298.15,50000,0.1001,1451.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,50000,0.2301,1426,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,50000,0.2995,1410.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,50000,0.4002,1384.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,50000,0.5003,1354.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,50000,0.6014,1316.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,50000,0.7002,1271.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,50000,0.8003,1215.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,298.15,50000,0.9,1143.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,100,0.1001,1400.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,100,0.2301,1376.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,100,0.2995,1361.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,100,0.4002,1336.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,100,0.5003,1306.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,100,0.6014,1269.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,100,0.7002,1225.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,100,0.8003,1169.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,100,0.9,1098.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,10000,0.1001,1408.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,10000,0.2301,1384,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,10000,0.2995,1368.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,10000,0.4002,1343.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,10000,0.5003,1313.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,10000,0.6014,1276.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,10000,0.7002,1232.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,10000,0.8003,1176.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,10000,0.9,1105.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,15000,0.1001,1412.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,15000,0.2301,1387.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,15000,0.2995,1372.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,15000,0.4002,1347.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,15000,0.5003,1317.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,15000,0.6014,1280.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,15000,0.7002,1236,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,15000,0.8003,1179.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,15000,0.9,1108.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,20000,0.1001,1415.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,20000,0.2301,1391.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,20000,0.2995,1376,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,20000,0.4002,1350.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,20000,0.5003,1320.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,20000,0.6014,1283.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,20000,0.7002,1239.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,20000,0.8003,1183.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,20000,0.9,1111.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,25000,0.1001,1419.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,25000,0.2301,1394.5,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,25000,0.2995,1379.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,25000,0.4002,1353.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,25000,0.5003,1323.7,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,25000,0.6014,1286.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,25000,0.7002,1242.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,25000,0.8003,1186.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,25000,0.9,1114.4,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,30000,0.1001,1422.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,30000,0.2301,1397.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,30000,0.2995,1382.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,30000,0.4002,1357.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,30000,0.5003,1326.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,30000,0.6014,1289.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,30000,0.7002,1245.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,30000,0.8003,1189,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,30000,0.9,1117.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,35000,0.1001,1425.8,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,35000,0.2301,1401,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,35000,0.2995,1385.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,35000,0.4002,1360.3,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,35000,0.5003,1330.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,35000,0.6014,1293,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,35000,0.7002,1248.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,35000,0.8003,1191.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,35000,0.9,1120.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,40000,0.1001,1428.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,40000,0.2301,1404.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,40000,0.2995,1389,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,40000,0.4002,1363.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,40000,0.5003,1333.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,40000,0.6014,1295.9,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,40000,0.7002,1251.1,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,40000,0.8003,1194.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,40000,0.9,1122.6,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wOWws,318.15,45000,0.1001,1432.2,Widowati and Lee (2013),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
