setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eQyhd,288.15,0.005,100,999.17,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,288.15,0.01,100,999.24,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,288.15,0.03,100,999.5,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,288.15,0.05,100,999.77,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,298.15,0.005,100,997.1,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,298.15,0.01,100,997.16,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,298.15,0.03,100,997.39,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,298.15,0.05,100,997.63,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,308.15,0.005,100,994.08,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,308.15,0.01,100,994.14,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,308.15,0.03,100,994.36,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,308.15,0.05,100,994.57,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,318.15,0.005,100,990.27,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,318.15,0.01,100,990.32,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,318.15,0.03,100,990.51,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
eQyhd,318.15,0.05,100,990.7,Kumar et al. (2020a),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
