setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EqaVq,293.15,100,0.5,1238.8,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABExso,CCCCCCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-octyl-2,3-dimethylimidazolium tetrafluoroborate",,,
EqaVq,303.15,100,0.5,1232.4,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABExso,CCCCCCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-octyl-2,3-dimethylimidazolium tetrafluoroborate",,,
EqaVq,313.15,100,0.5,1223.9,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABExso,CCCCCCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-octyl-2,3-dimethylimidazolium tetrafluoroborate",,,
EqaVq,323.15,100,0.5,1216.5,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABExso,CCCCCCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-octyl-2,3-dimethylimidazolium tetrafluoroborate",,,
EqaVq,333.15,100,0.5,1209.6,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABExso,CCCCCCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-octyl-2,3-dimethylimidazolium tetrafluoroborate",,,
EqaVq,343.15,100,0.5,1202.8,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABExso,CCCCCCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-octyl-2,3-dimethylimidazolium tetrafluoroborate",,,
EqaVq,353.15,100,0.5,1195.2,Cavieres et al. (2022),Density,Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,ABExso,CCCCCCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-octyl-2,3-dimethylimidazolium tetrafluoroborate",,,
