setid,"MolaLity of 1-methyl-3-octylimidazolium gluconate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
afTRe,0.0437,101,298.15,1000.34,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
afTRe,0.0644,101,298.15,1001.88,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
afTRe,0.101,101,298.15,1004.52,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
afTRe,0.1301,101,298.15,1006.59,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
afTRe,0.1485,101,298.15,1007.87,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
afTRe,0.1596,101,298.15,1008.64,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABXEWb,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-methyl-3-octylimidazolium gluconate,,,
