setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dzmrj,288.15,0.05702,101.3,1117.2,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,288.15,0.07604,101.3,1117.2,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,288.15,0.11875,101.3,1117.3,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,293.15,0.0051,101.3,1113.5,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,293.15,0.01371,101.3,1113.5,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,293.15,0.02087,101.3,1113.5,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,293.15,0.03108,101.3,1113.6,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,293.15,0.04221,101.3,1113.6,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,293.15,0.05056,101.3,1113.7,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,293.15,0.05702,101.3,1113.7,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,293.15,0.07604,101.3,1113.7,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,293.15,0.11875,101.3,1113.9,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,298.15,0.0051,101.3,1109.9,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,298.15,0.01371,101.3,1110,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,298.15,0.02087,101.3,1110,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,298.15,0.03108,101.3,1110.1,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,298.15,0.04221,101.3,1110.1,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,298.15,0.05056,101.3,1110.2,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,298.15,0.05702,101.3,1110.2,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,298.15,0.07604,101.3,1110.3,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,298.15,0.11875,101.3,1110.4,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,303.15,0.0051,101.3,1106.4,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,303.15,0.01371,101.3,1106.5,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,303.15,0.02087,101.3,1106.5,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,303.15,0.03108,101.3,1106.6,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,303.15,0.04221,101.3,1106.6,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,303.15,0.05056,101.3,1106.6,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,303.15,0.05702,101.3,1106.7,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,303.15,0.07604,101.3,1106.8,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,303.15,0.11875,101.3,1106.9,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,308.15,0.0051,101.3,1102.9,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,308.15,0.01371,101.3,1102.9,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,308.15,0.02087,101.3,1103,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,308.15,0.03108,101.3,1103,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,308.15,0.04221,101.3,1103.1,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,308.15,0.05056,101.3,1103.1,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,308.15,0.05702,101.3,1103.1,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,308.15,0.07604,101.3,1103.2,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,308.15,0.11875,101.3,1103.3,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,313.15,0.0051,101.3,1099.3,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,313.15,0.01371,101.3,1099.4,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,313.15,0.02087,101.3,1099.4,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,313.15,0.03108,101.3,1099.4,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,313.15,0.04221,101.3,1099.5,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,313.15,0.05056,101.3,1099.5,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,313.15,0.05702,101.3,1099.5,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,313.15,0.07604,101.3,1099.6,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
dzmrj,313.15,0.11875,101.3,1099.7,Toma et al. (2022),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
