setid,"Temperature, K",Weight fraction of 1-allyl-3-methylimidazolium chloride,Weight fraction of potassium carbonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FrNlQ,278,0.066,0.304,100,1568,Tanimura et al. (2019),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAaeDA,O=C([O-])[O-].[K+].[K+],potassium carbonate,AADYJk,O,water
FrNlQ,278,0.434,0.064,100,1113,Tanimura et al. (2019),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAaeDA,O=C([O-])[O-].[K+].[K+],potassium carbonate,AADYJk,O,water
FrNlQ,288.1,0.08,0.297,100,1552,Tanimura et al. (2019),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAaeDA,O=C([O-])[O-].[K+].[K+],potassium carbonate,AADYJk,O,water
FrNlQ,288.1,0.423,0.07,100,1115,Tanimura et al. (2019),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAaeDA,O=C([O-])[O-].[K+].[K+],potassium carbonate,AADYJk,O,water
FrNlQ,298.1,0.095,0.29,100,1532,Tanimura et al. (2019),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAaeDA,O=C([O-])[O-].[K+].[K+],potassium carbonate,AADYJk,O,water
FrNlQ,298.1,0.415,0.075,100,1119,Tanimura et al. (2019),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAaeDA,O=C([O-])[O-].[K+].[K+],potassium carbonate,AADYJk,O,water
FrNlQ,318.1,0.105,0.29,100,1399,Tanimura et al. (2019),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAaeDA,O=C([O-])[O-].[K+].[K+],potassium carbonate,AADYJk,O,water
FrNlQ,318.1,0.39,0.085,100,1124,Tanimura et al. (2019),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAaeDA,O=C([O-])[O-].[K+].[K+],potassium carbonate,AADYJk,O,water
