setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpiperidinium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zoMyW,303.15,0,100,995.65,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,303.15,0.0936,100,1004.63,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,303.15,0.1748,100,1008.21,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,303.15,0.2651,100,1010.2,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,303.15,0.3581,100,1011.26,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,303.15,0.4952,100,1012.13,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,303.15,0.6246,100,1012.52,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,303.15,0.7878,100,1012.82,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,303.15,0.9216,100,1012.88,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,303.15,1,100,1012.98,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,308.15,0,100,994.01,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,308.15,0.0936,100,1001.56,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,308.15,0.1748,100,1005.06,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,308.15,0.2651,100,1007.08,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,308.15,0.3581,100,1008.27,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,308.15,0.4952,100,1009.31,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,308.15,0.6246,100,1009.93,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,308.15,0.7878,100,1010.41,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,308.15,0.9216,100,1010.57,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,308.15,1,100,1010.65,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,313.15,0,100,992.15,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,313.15,0.0936,100,998.43,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,313.15,0.1748,100,1001.86,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,313.15,0.2651,100,1004.02,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,313.15,0.3581,100,1005.25,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,313.15,0.4952,100,1006.34,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,313.15,0.6246,100,1007.01,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,313.15,0.7878,100,1007.53,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,313.15,0.9216,100,1007.8,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,313.15,1,100,1007.92,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,318.15,0,100,990.14,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,318.15,0.0936,100,995.26,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,318.15,0.1748,100,998.67,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,318.15,0.2651,100,1000.91,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,318.15,0.3581,100,1002.25,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,318.15,0.4952,100,1003.45,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,318.15,0.6246,100,1004.15,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,318.15,0.7878,100,1004.74,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,318.15,0.9216,100,1005.06,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,318.15,1,100,1005.2,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,323.15,0,100,987.93,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,323.15,0.0936,100,992.05,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,323.15,0.1748,100,995.43,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,323.15,0.2651,100,997.8,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,323.15,0.3581,100,999.24,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,323.15,0.4952,100,1000.53,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,323.15,0.6246,100,1001.31,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,323.15,0.7878,100,1001.95,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,323.15,0.9216,100,1002.33,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,323.15,1,100,1002.47,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,328.15,0,100,985.61,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,328.15,0.0936,100,988.8,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,328.15,0.1748,100,992.22,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,328.15,0.2651,100,994.68,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,328.15,0.3581,100,996.18,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,328.15,0.4952,100,997.63,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,328.15,0.6246,100,998.47,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,328.15,0.7878,100,999.19,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,328.15,0.9216,100,999.6,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,328.15,1,100,999.77,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,333.15,0,100,983.17,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,333.15,0.0936,100,985.51,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,333.15,0.1748,100,988.96,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,333.15,0.2651,100,991.37,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,333.15,0.3581,100,993.2,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,333.15,0.4952,100,994.75,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,333.15,0.6246,100,995.66,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,333.15,0.7878,100,996.46,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,333.15,0.9216,100,996.9,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,333.15,1,100,997.08,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,338.15,0,100,980.3,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,338.15,0.0936,100,982.59,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,338.15,0.1748,100,985.7,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,338.15,0.2651,100,988.38,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,338.15,0.3581,100,990.24,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,338.15,0.4952,100,991.9,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,338.15,0.6246,100,992.85,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,338.15,0.7878,100,993.65,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,338.15,0.9216,100,994.16,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,338.15,1,100,994.39,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,343.15,0,100,978.1,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,343.15,0.0936,100,979.99,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,343.15,0.1748,100,982.41,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,343.15,0.2651,100,984.88,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,343.15,0.3581,100,986.93,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,343.15,0.4952,100,988.84,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,343.15,0.6246,100,990.06,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,343.15,0.7878,100,990.92,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,343.15,0.9216,100,991.45,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
zoMyW,343.15,1,100,991.72,Krolikowska et al. (2014c),Density,Liquid,AADYJk,O,water,AAqnPn,CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,1-butyl-1-methylpiperidinium dicyanamide,,,
