setid,"Temperature, K",Mole fraction of 4-ethyl-4-methylmorpholinium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VYrVn,303.15,0.1255,101,1157.12,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,303.15,0.2214,101,1193.61,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,303.15,0.3165,101,1212.17,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,303.15,0.4406,101,1226.03,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,303.15,0.6319,101,1237.7,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,303.15,0.7239,101,1241.4,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,303.15,0.807,101,1244.2,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,303.15,1,101,1249,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,308.15,0,101,994.01,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,308.15,0.1255,101,1153.95,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,308.15,0.2214,101,1190.35,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,308.15,0.3165,101,1208.94,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,308.15,0.4406,101,1222.87,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,308.15,0.6319,101,1234.5,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,308.15,0.7239,101,1238.2,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,308.15,0.807,101,1241,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,308.15,1,101,1245.9,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,313.15,0,101,992.15,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,313.15,0.1255,101,1150.75,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,313.15,0.2214,101,1187.08,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,313.15,0.3165,101,1205.7,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,313.15,0.4406,101,1219.69,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,313.15,0.6319,101,1231.2,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,313.15,0.7239,101,1235,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,313.15,0.807,101,1237.8,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,313.15,1,101,1242.7,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,318.15,0,101,990.2,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,318.15,0.1255,101,1147.52,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,318.15,0.2214,101,1183.79,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,318.15,0.3165,101,1202.45,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,318.15,0.4406,101,1216.5,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,318.15,0.6319,101,1228,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,318.15,0.7239,101,1231.8,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,318.15,0.807,101,1234.6,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,318.15,1,101,1239.5,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,323.15,0,101,987.93,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,323.15,0.1255,101,1144.26,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,323.15,0.2214,101,1180.48,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,323.15,0.3165,101,1199.19,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,323.15,0.4406,101,1213.31,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,323.15,0.6319,101,1225,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,323.15,0.7239,101,1228.7,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,323.15,0.807,101,1231.5,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,323.15,1,101,1236.3,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,328.15,0,101,985.69,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,328.15,0.1255,101,1140.96,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,328.15,0.2214,101,1177.17,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,328.15,0.3165,101,1195.92,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,328.15,0.4406,101,1210.11,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,328.15,0.6319,101,1221.8,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,328.15,0.7239,101,1225.5,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,328.15,0.807,101,1228.3,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,328.15,1,101,1233.2,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,333.15,0,101,983.17,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,333.15,0.1255,101,1137.63,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,333.15,0.2214,101,1173.83,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,333.15,0.3165,101,1192.63,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,333.15,0.4406,101,1206.91,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,333.15,0.6319,101,1218.7,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,333.15,0.7239,101,1222.4,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,333.15,0.807,101,1225.1,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,333.15,1,101,1230.1,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,338.15,0,101,980.3,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,338.15,0.1255,101,1134.26,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,338.15,0.2214,101,1170.4,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,338.15,0.3165,101,1189.38,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,338.15,0.4406,101,1203.71,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,338.15,0.6319,101,1215.6,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,338.15,0.7239,101,1219.3,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,338.15,0.807,101,1221.9,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,338.15,1,101,1226.9,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,343.15,0,101,978.1,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,343.15,0.1255,101,1130.86,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,343.15,0.2214,101,1167.12,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,343.15,0.3165,101,1186.1,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,343.15,0.4406,101,1200.5,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,343.15,0.6319,101,1212.5,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,343.15,0.7239,101,1216.2,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,343.15,0.807,101,1218.8,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
VYrVn,343.15,1,101,1223.8,Krolikowska et al. (2014a),Density,Liquid,AADYJk,O,water,AAxFCR,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,4-ethyl-4-methylmorpholinium ethyl sulfate,,,
