setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BaTnE,298.15,0,101,1014.9,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,298.15,0.0088,101,1017.3,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,298.15,0.0165,101,1019.3,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,298.15,0.0745,101,1032.4,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,298.15,0.1611,101,1046.7,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,298.15,0.2555,101,1058,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,298.15,0.3459,101,1066.5,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,298.15,0.4603,101,1075.3,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,298.15,0.6468,101,1086.8,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,298.15,0.8198,101,1094.8,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,298.15,0.9227,101,1098.6,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,298.15,0.9912,101,1100.8,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,308.15,0,101,1006,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,308.15,0.0088,101,1008.4,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
BaTnE,308.15,0.0165,101,1010.5,Singh and Kumar (2008),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
