setid,"MolaRity of ethylhexadecyldimethylammonium bromide, mol/dm3","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rAhJL,0.005,101,303.15,771.8,Nikam and Sawanta (1998),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUoQI,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],ethylhexadecyldimethylammonium bromide,,,
rAhJL,0.01,101,303.15,772.3,Nikam and Sawanta (1998),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUoQI,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],ethylhexadecyldimethylammonium bromide,,,
rAhJL,0.02,101,303.15,773.5,Nikam and Sawanta (1998),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUoQI,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],ethylhexadecyldimethylammonium bromide,,,
rAhJL,0.03,101,303.15,774.6,Nikam and Sawanta (1998),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUoQI,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],ethylhexadecyldimethylammonium bromide,,,
rAhJL,0.04,101,303.15,775.8,Nikam and Sawanta (1998),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUoQI,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],ethylhexadecyldimethylammonium bromide,,,
rAhJL,0.05,101,303.15,776.9,Nikam and Sawanta (1998),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUoQI,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],ethylhexadecyldimethylammonium bromide,,,
