setid,"Temperature, K",Mole fraction of 1-butyl-4-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qhEbI,293.15,0.0481,101,852,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,293.15,0.0952,101,900.2,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,293.15,0.1896,101,972.12,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,293.15,0.2856,101,1024.13,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,293.15,0.3839,101,1063.87,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,293.15,0.5297,101,1107.23,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,293.15,0.5858,101,1120.51,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,293.15,0.6862,101,1140.91,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,293.15,0.7889,101,1158.26,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,293.15,0.8418,101,1166.08,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,293.15,0.8942,101,1173.2,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,293.15,0.946,101,1179.69,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,303.15,0.0481,101,843.78,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,303.15,0.0952,101,892.25,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,303.15,0.1896,101,964.56,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,303.15,0.2856,101,1016.72,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,303.15,0.3839,101,1056.57,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,303.15,0.5297,101,1100.11,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,303.15,0.5858,101,1113.47,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,303.15,0.6862,101,1133.97,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
qhEbI,303.15,0.7889,101,1151.41,Garcia-Mardones et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
