setid,"Temperature, K",Weight fraction of 1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fhpjl,298.1,0.94,101,1583.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,298.1,1,101,1587.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,0,101,1562.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,0.05,101,1569.3,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,0.1,101,1572.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,0.2,101,1578.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,0.3,101,1581.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,0.4,101,1583.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,0.5,101,1584,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,0.6,101,1583.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,0.7,101,1582.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,0.85,101,1579.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,0.94,101,1578.2,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,303,1,101,1582.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,0,101,1552,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,0.05,101,1559,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,0.1,101,1562.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,0.2,101,1569.3,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,0.3,101,1573.2,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,0.4,101,1575.8,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,0.5,101,1576.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,0.6,101,1576.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,0.7,101,1575.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,0.85,101,1574.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,0.94,101,1572.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,308.1,1,101,1577.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,0,101,1541,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,0.05,101,1548.5,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,0.1,101,1552.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,0.2,101,1560.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,0.3,101,1564.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,0.4,101,1568,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,0.5,101,1569.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,0.6,101,1569.8,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,0.7,101,1569.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,0.85,101,1568.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,0.94,101,1567.3,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,313,1,101,1571.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,0,101,1529.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,0.05,101,1538,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,0.1,101,1542.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,0.2,101,1550.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,0.3,101,1556.2,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,0.4,101,1560.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,0.5,101,1562.5,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,0.6,101,1563.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,0.7,101,1563.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,0.85,101,1562.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,0.94,101,1561.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
fhpjl,318.1,1,101,1566.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAlkfd,FC1CC(F)(F)C(F)(F)C1(F)F,"1,1,2,2,3,3,4-heptafluorocyclopentane",,,
