setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ULZSl,278.15,0.0501,101,967.32,Vercher et al. (2010a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
ULZSl,278.15,0.1003,101,1011.38,Vercher et al. (2010a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
ULZSl,278.15,0.1502,101,1051.15,Vercher et al. (2010a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
ULZSl,278.15,0.2004,101,1087.57,Vercher et al. (2010a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
ULZSl,278.15,0.3002,101,1150.9,Vercher et al. (2010a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
ULZSl,278.15,0.4002,101,1203.8,Vercher et al. (2010a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
ULZSl,278.15,0.5002,101,1249,Vercher et al. (2010a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
ULZSl,278.15,0.6009,101,1288.2,Vercher et al. (2010a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
ULZSl,278.15,0.6999,101,1321.9,Vercher et al. (2010a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
ULZSl,278.15,0.8006,101,1351.9,Vercher et al. (2010a),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
