setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hQEAb,293.15,0,100,949.3,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQJPN,O=C1CCCC1,cyclopentanone,,,
hQEAb,293.15,0.086,100,970.3,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQJPN,O=C1CCCC1,cyclopentanone,,,
hQEAb,293.15,0.1287,100,980.8,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQJPN,O=C1CCCC1,cyclopentanone,,,
hQEAb,293.15,0.1731,100,992,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQJPN,O=C1CCCC1,cyclopentanone,,,
hQEAb,293.15,0.2154,100,1003.1,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQJPN,O=C1CCCC1,cyclopentanone,,,
hQEAb,293.15,0.2681,100,1017.7,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQJPN,O=C1CCCC1,cyclopentanone,,,
hQEAb,293.15,0.3127,100,1030.5,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQJPN,O=C1CCCC1,cyclopentanone,,,
hQEAb,293.15,0.3519,100,1042.2,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQJPN,O=C1CCCC1,cyclopentanone,,,
hQEAb,293.15,0.4049,100,1058.7,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQJPN,O=C1CCCC1,cyclopentanone,,,
hQEAb,293.15,0.4766,100,1081.7,Gupta et al. (2017c),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQJPN,O=C1CCCC1,cyclopentanone,,,
