setid,Mole fraction of propan-1-ol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IpSna,0.3972,308.15,101,1302.7,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.5916,298.15,101,1238.5,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.5916,303.15,101,1234,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.5916,308.15,101,1229.55,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.7837,298.15,101,1114.54,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.7837,303.15,101,1110.05,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.7837,308.15,101,1105.53,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.8975,298.15,101,988.66,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.8975,303.15,101,984.32,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.8975,308.15,101,979.94,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.9472,298.15,101,909.93,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.9472,303.15,101,905.71,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.9472,308.15,101,901.45,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,1,298.15,101,799.99,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,1,303.15,101,795.96,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,1,308.15,101,791.89,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
