setid,Mole fraction of propan-1-ol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IpSna,0,298.15,101,1394.5,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0,303.15,101,1390.1,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0,308.15,101,1385.7,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.0545,298.15,101,1386,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.0545,303.15,101,1381.6,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.0545,308.15,101,1377.2,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.0931,298.15,101,1379.7,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.0931,303.15,101,1375.2,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.0931,308.15,101,1370.8,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.1903,298.15,101,1361.9,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.1903,303.15,101,1357.5,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.1903,308.15,101,1353.1,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.2935,298.15,101,1339.32,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.2935,303.15,101,1334.84,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.2935,308.15,101,1330.36,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.3972,298.15,101,1311.53,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
IpSna,0.3972,303.15,101,1307.17,Gonzalez et al. (2013e),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
